Player Name,Fantasy Team,POS,TEAM,SLOT,PROJ,FPTS,Week,Year
Dallas Goedert,Mixon it (K)upp,TE,PHI,Bench,10.7,5.9,12,2024
Drake London,Mixon it (K)upp,WR,ATL,Bench,0,0,12,2024
Evan McPherson,Mixon it (K)upp,K,CIN,Bench,0,0,12,2024
Rome Odunze,Mixon it (K)upp,WR,CHI,Bench,10.5,8.9,12,2024
Romeo Doubs,Mixon it (K)upp,WR,GB,Bench,9.4,8.4,12,2024
Chiefs,Mixon it (K)upp,D/ST,KC,D/ST,6.6,2,12,2024
Jerry Jeudy,Mixon it (K)upp,WR,CLE,FLEX,10.1,14.5,12,2024
Jason Sanders,Mixon it (K)upp,K,MIA,K,8.1,12,12,2024
Justin Herbert,Mixon it (K)upp,QB,LAC,QB,18,17.62,12,2024
Joe Mixon,Mixon it (K)upp,RB,HOU,RB,18.7,9.5,12,2024
Saquon Barkley,Mixon it (K)upp,RB,PHI,RB,18.3,46.2,12,2024
T.J. Hockenson,Mixon it (K)upp,TE,MIN,TE,11.3,18.4,12,2024
Cooper Kupp,Mixon it (K)upp,WR,LAR,WR,15.2,20,12,2024
Deebo Samuel Sr.,Mixon it (K)upp,WR,SF,WR,12.1,3.1,12,2024
Breece Hall,Njigbas Be Wildin,RB,NYJ,Bench,0,0,12,2024
Brock Purdy,Njigbas Be Wildin,QB,SF,Bench,0,0,12,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,10.4,0.4,12,2024
DJ Moore,Njigbas Be Wildin,WR,CHI,Bench,11.1,26.9,12,2024
Evan Engram,Njigbas Be Wildin,TE,JAX,Bench,0,0,12,2024
Raheem Mostert,Njigbas Be Wildin,RB,MIA,Bench,5.4,1.2,12,2024
Titans,Njigbas Be Wildin,D/ST,TEN,Bench,5.5,12,12,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,D/ST,7.7,8,12,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,FLEX,13.3,29.7,12,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,7.4,10,12,2024
Jordan Love,Njigbas Be Wildin,QB,GB,QB,14.8,14.72,12,2024
J.K. Dobbins,Njigbas Be Wildin,RB,LAC,RB,14.2,8.9,12,2024
Justice Hill,Njigbas Be Wildin,RB,BAL,RB,7.2,14.2,12,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,10.4,4.9,12,2024
CeeDee Lamb,Njigbas Be Wildin,WR,DAL,WR,16.2,16.8,12,2024
Jaxon Smith-Njigba,Njigbas Be Wildin,WR,SEA,WR,13.7,19.7,12,2024
Braelon Allen,Reigning,RB,NYJ,Bench,0,0,12,2024
Javonte Williams,Reigning,RB,DEN,Bench,10.9,2.4,12,2024
Jaylen Waddle,Reigning,WR,MIA,Bench,10.5,28.4,12,2024
Josh Allen,Reigning,QB,BUF,Bench,0,0,12,2024
Mark Andrews,Reigning,TE,BAL,Bench,7.9,15.6,12,2024
Ricky Pearsall,Reigning,WR,SF,Bench,6.1,0,12,2024
Wan'Dale Robinson,Reigning,WR,NYG,Bench,10.2,9.7,12,2024
Vikings,Reigning,D/ST,MIN,D/ST,6.1,6,12,2024
Jauan Jennings,Reigning,WR,SF,FLEX,10.7,9,12,2024
Allen Lazard,Reigning,WR,NYJ,IR,0,0,12,2024
Chase McLaughlin,Reigning,K,TB,K,8.5,6,12,2024
Tua Tagovailoa,Reigning,QB,MIA,QB,17,28.48,12,2024
Aaron Jones,Reigning,RB,MIN,RB,14.5,19.9,12,2024
Christian McCaffrey,Reigning,RB,SF,RB,20.4,7.8,12,2024
Zach Ertz,Reigning,TE,WSH,TE,10.1,15.8,12,2024
Jayden Reed,Reigning,WR,GB,WR,11.9,5.6,12,2024
Nico Collins,Reigning,WR,HOU,WR,15.3,20.2,12,2024
Austin Ekeler,Team Chieffo,RB,WSH,Bench,10.1,4.4,12,2024
Cade Otton,Team Chieffo,TE,TB,Bench,11.7,4,12,2024
Geno Smith,Team Chieffo,QB,SEA,Bench,16.2,12.36,12,2024
Giants,Team Chieffo,D/ST,NYG,Bench,4.1,-4,12,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,Bench,0,0,12,2024
Noah Brown,Team Chieffo,WR,WSH,Bench,8.8,13.1,12,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,0,0,12,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,4.4,5,12,2024
DK Metcalf,Team Chieffo,WR,SEA,FLEX,15.2,9.9,12,2024
Justin Tucker,Team Chieffo,K,BAL,K,8.3,7,12,2024
Baker Mayfield,Team Chieffo,QB,TB,QB,18.5,18.66,12,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,14,9.5,12,2024
Kenneth Walker III,Team Chieffo,RB,SEA,RB,16.9,13.3,12,2024
Travis Kelce,Team Chieffo,TE,KC,TE,15,12.2,12,2024
Cedric Tillman,Team Chieffo,WR,CLE,WR,10.9,2.8,12,2024
Jameson Williams,Team Chieffo,WR,DET,WR,11,11.8,12,2024
Amari Cooper,Under the InfluWentz,WR,BUF,Bench,0,0,12,2024
Bengals,Under the InfluWentz,D/ST,CIN,Bench,0,0,12,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,Bench,14,15.68,12,2024
DeMario Douglas,Under the InfluWentz,WR,NE,Bench,9.5,11.3,12,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,Bench,0,0,12,2024
Keon Coleman,Under the InfluWentz,WR,BUF,Bench,0,0,12,2024
Nick Chubb,Under the InfluWentz,RB,CLE,Bench,11.2,19,12,2024
49ers,Under the InfluWentz,D/ST,SF,D/ST,4.8,-1,12,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,FLEX,11.8,22.1,12,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,0,0,12,2024
Tyler Bass,Under the InfluWentz,K,BUF,K,0,0,12,2024
Russell Wilson,Under the InfluWentz,QB,PIT,QB,14.6,13.8,12,2024
Rhamondre Stevenson,Under the InfluWentz,RB,NE,RB,14.7,3.3,12,2024
Tyrone Tracy Jr.,Under the InfluWentz,RB,NYG,RB,14,9,12,2024
Dalton Schultz,Under the InfluWentz,TE,HOU,TE,7.4,4,12,2024
A.J. Brown,Under the InfluWentz,WR,PHI,WR,16.3,22.9,12,2024
Zay Flowers,Under the InfluWentz,WR,BAL,WR,14,11.2,12,2024
Alvin Kamara,willimantic crack addicts,RB,NO,Bench,0,0,12,2024
Chase Brown,willimantic crack addicts,RB,CIN,Bench,0,0,12,2024
Darnell Mooney,willimantic crack addicts,WR,ATL,Bench,0,0,12,2024
Joe Burrow,willimantic crack addicts,QB,CIN,Bench,0,0,12,2024
Rashod Bateman,willimantic crack addicts,WR,BAL,Bench,8.7,12.3,12,2024
Tee Higgins,willimantic crack addicts,WR,CIN,Bench,0,0,12,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,8.8,9.6,12,2024
Lions,willimantic crack addicts,D/ST,DET,D/ST,6,6,12,2024
Hunter Henry,willimantic crack addicts,TE,NE,FLEX,11,9.4,12,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,7.9,10,12,2024
Jameis Winston,willimantic crack addicts,QB,CLE,QB,13.6,13.46,12,2024
James Conner,willimantic crack addicts,RB,ARI,RB,17.6,9.9,12,2024
Rachaad White,willimantic crack addicts,RB,TB,RB,13.9,11.7,12,2024
David Njoku,willimantic crack addicts,TE,CLE,TE,10.8,3.9,12,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,WR,11.5,0,12,2024
Xavier Worthy,willimantic crack addicts,WR,KC,WR,10.8,9.1,12,2024
Adonai Mitchell,'fore i repeat it ima forget it,WR,IND,Bench,9.5,0,13,2024
Jonathon Brooks,'fore i repeat it ima forget it,RB,CAR,Bench,5.2,7.1,13,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,12.2,24.3,13,2024
Sam Darnold,'fore i repeat it ima forget it,QB,MIN,Bench,16.8,19.6,13,2024
Tank Bigsby,'fore i repeat it ima forget it,RB,JAX,Bench,6.5,4.5,13,2024
Tyjae Spears,'fore i repeat it ima forget it,RB,TEN,Bench,8.8,0.3,13,2024
Zach Charbonnet,'fore i repeat it ima forget it,RB,SEA,Bench,6.4,12.1,13,2024
Cowboys,'fore i repeat it ima forget it,D/ST,DAL,D/ST,6.1,18,13,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,FLEX,12.6,7,13,2024
John Parker Romo,'fore i repeat it ima forget it,K,MIN,K,7.9,13,13,2024
Jayden Daniels,'fore i repeat it ima forget it,QB,WSH,QB,19.8,27.64,13,2024
David Montgomery,'fore i repeat it ima forget it,RB,DET,RB,16.3,15.4,13,2024
Jahmyr Gibbs,'fore i repeat it ima forget it,RB,DET,RB,18.5,10.4,13,2024
Evan Engram,'fore i repeat it ima forget it,TE,JAX,TE,11.2,11.1,13,2024
DJ Moore,'fore i repeat it ima forget it,WR,CHI,WR,12.9,23.7,13,2024
George Pickens,'fore i repeat it ima forget it,WR,PIT,WR,15.6,16.4,13,2024
Calvin Ridley,Amon a new Level,WR,TEN,Bench,13.8,6.5,13,2024
Khalil Herbert,Amon a new Level,RB,CIN,Bench,3.4,1.4,13,2024
Patrick Mahomes,Amon a new Level,QB,KC,Bench,17.6,16.64,13,2024
Taysom Hill,Amon a new Level,TE,NO,Bench,13,9.7,13,2024
Terry McLaurin,Amon a new Level,WR,WSH,Bench,12.7,27.3,13,2024
Will Dissly,Amon a new Level,TE,LAC,Bench,9.6,0,13,2024
Younghoe Koo,Amon a new Level,K,ATL,Bench,7.6,7,13,2024
Texans,Amon a new Level,D/ST,HOU,D/ST,6.7,1,13,2024
Tyreek Hill,Amon a new Level,WR,MIA,FLEX,14.4,20.3,13,2024
Zane Gonzalez,Amon a new Level,K,WSH,K,8,4,13,2024
Jalen Hurts,Amon a new Level,QB,PHI,QB,20.7,17.62,13,2024
Derrick Henry,Amon a new Level,RB,BAL,RB,16.5,14.1,13,2024
Jonathan Taylor,Amon a new Level,RB,IND,RB,17.1,17.3,13,2024
George Kittle,Amon a new Level,TE,SF,TE,14.1,1.7,13,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,WR,19.4,12.3,13,2024
Ladd McConkey,Amon a new Level,WR,LAC,WR,13.2,20.7,13,2024
Anthony Richardson,Big Johnson,QB,IND,Bench,18.2,21.16,13,2024
DeVonta Smith,Big Johnson,WR,PHI,Bench,0,0,13,2024
Jared Goff,Big Johnson,QB,DET,Bench,17.3,16.94,13,2024
Josh Downs,Big Johnson,WR,IND,Bench,0,0,13,2024
Luke Schoonmaker,Big Johnson,TE,DAL,Bench,9.1,8.3,13,2024
Mike Gesicki,Big Johnson,TE,CIN,Bench,6.1,10.3,13,2024
Colts,Big Johnson,D/ST,IND,D/ST,6.7,3,13,2024
Najee Harris,Big Johnson,RB,PIT,FLEX,12.3,24.9,13,2024
Chris Boswell,Big Johnson,K,PIT,K,8,15,13,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,21.5,25.38,13,2024
Josh Jacobs,Big Johnson,RB,GB,RB,18.6,21.7,13,2024
Kyren Williams,Big Johnson,RB,LAR,RB,18.3,18.3,13,2024
Brock Bowers,Big Johnson,TE,LV,TE,15.4,30.2,13,2024
Davante Adams,Big Johnson,WR,NYJ,WR,15.3,17.6,13,2024
Garrett Wilson,Big Johnson,WR,NYJ,WR,15.3,9.1,13,2024
Alec Pierce,Dyls belly,WR,IND,Bench,9.4,9.6,13,2024
Gabe Davis,Dyls belly,WR,JAX,Bench,0,0,13,2024
Jalen Tolbert,Dyls belly,WR,DAL,Bench,5.8,6.1,13,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,Bench,11.8,8.8,13,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,5.6,7.2,13,2024
Buccaneers,Dyls belly,D/ST,TB,D/ST,7.2,2,13,2024
Jordan Addison,Dyls belly,WR,MIN,FLEX,11.7,9.4,13,2024
Chris Godwin,Dyls belly,WR,TB,IR,0,0,13,2024
Cameron Dicker,Dyls belly,K,LAC,K,8.6,12,13,2024
Drake Maye,Dyls belly,QB,NE,QB,15.5,19.42,13,2024
Chuba Hubbard,Dyls belly,RB,CAR,RB,18,2.3,13,2024
Tony Pollard,Dyls belly,RB,TEN,RB,14.5,8.8,13,2024
Trey McBride,Dyls belly,TE,ARI,TE,13.6,21.6,13,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,17.4,16.9,13,2024
Mike Evans,Dyls belly,WR,TB,WR,15.4,25.8,13,2024
Adam Thielen,Jah is gay,WR,CAR,Bench,9.4,23.9,13,2024
Dalton Kincaid,Jah is gay,TE,BUF,Bench,0,0,13,2024
DeAndre Hopkins,Jah is gay,WR,KC,Bench,10,13,13,2024
Devin Singletary,Jah is gay,RB,NYG,Bench,7.6,2.3,13,2024
Mike Williams,Jah is gay,WR,PIT,Bench,3.1,0,13,2024
Steelers,Jah is gay,D/ST,PIT,Bench,5.1,14,13,2024
Theo Johnson,Jah is gay,TE,NYG,Bench,8.7,10.4,13,2024
Commanders,Jah is gay,D/ST,WSH,D/ST,8,8,13,2024
Marvin Harrison Jr.,Jah is gay,WR,ARI,FLEX,11.9,17,13,2024
Jake Bates,Jah is gay,K,DET,K,8.8,11,13,2024
Kyler Murray,Jah is gay,QB,ARI,QB,16.9,15.2,13,2024
Bijan Robinson,Jah is gay,RB,ATL,RB,20.3,25.5,13,2024
De'Von Achane,Jah is gay,RB,MIA,RB,18.5,21,13,2024
Dawson Knox,Jah is gay,TE,BUF,TE,8.8,7.6,13,2024
Brian Thomas Jr.,Jah is gay,WR,JAX,WR,12,18.7,13,2024
Tank Dell,Jah is gay,WR,HOU,WR,11.6,3.3,13,2024
Caleb Williams,Kode,QB,CHI,Bench,14.6,26.14,13,2024
Greg Zuerlein,Kode,K,NYJ,Bench,0,0,13,2024
James Cook,Kode,RB,BUF,Bench,15.5,19,13,2024
Jaylen Warren,Kode,RB,PIT,Bench,10.5,10.4,13,2024
Michael Pittman Jr.,Kode,WR,IND,Bench,11.3,9.2,13,2024
Tucker Kraft,Kode,TE,GB,Bench,7.6,13.8,13,2024
Tyler Lockett,Kode,WR,SEA,Bench,7,4.6,13,2024
Eagles,Kode,D/ST,PHI,D/ST,3.6,2,13,2024
Rico Dowdle,Kode,RB,DAL,FLEX,14.7,21.3,13,2024
Jake Elliott,Kode,K,PHI,K,8,6,13,2024
Bo Nix,Kode,QB,DEN,QB,19.1,12.16,13,2024
Brian Robinson Jr.,Kode,RB,WSH,RB,15.2,17.9,13,2024
Kareem Hunt,Kode,RB,KC,RB,10.4,3.5,13,2024
Jonnu Smith,Kode,TE,MIA,TE,12.7,21.3,13,2024
Malik Nabers,Kode,WR,NYG,WR,16.3,15.3,13,2024
Puka Nacua,Kode,WR,LAR,WR,18.5,17.3,13,2024
Ameer Abdullah,Mixon it (K)upp,RB,LV,Bench,11.2,7.3,13,2024
Dallas Goedert,Mixon it (K)upp,TE,PHI,Bench,11,12.5,13,2024
Deebo Samuel Sr.,Mixon it (K)upp,WR,SF,Bench,13.1,4,13,2024
Evan McPherson,Mixon it (K)upp,K,CIN,Bench,7.7,8,13,2024
Jerry Jeudy,Mixon it (K)upp,WR,CLE,Bench,12.6,40.5,13,2024
Rome Odunze,Mixon it (K)upp,WR,CHI,Bench,11.8,4.5,13,2024
Romeo Doubs,Mixon it (K)upp,WR,GB,Bench,0,0,13,2024
Chiefs,Mixon it (K)upp,D/ST,KC,D/ST,7.6,3,13,2024
Gus Edwards,Mixon it (K)upp,RB,LAC,FLEX,11.7,4.3,13,2024
Jason Sanders,Mixon it (K)upp,K,MIA,K,7.7,3,13,2024
Justin Herbert,Mixon it (K)upp,QB,LAC,QB,18.6,7.98,13,2024
Joe Mixon,Mixon it (K)upp,RB,HOU,RB,21.8,21.9,13,2024
Saquon Barkley,Mixon it (K)upp,RB,PHI,RB,19.2,19.7,13,2024
T.J. Hockenson,Mixon it (K)upp,TE,MIN,TE,12,5.8,13,2024
Cooper Kupp,Mixon it (K)upp,WR,LAR,WR,17.2,4.7,13,2024
Drake London,Mixon it (K)upp,WR,ATL,WR,15.3,17.3,13,2024
Brock Purdy,Njigbas Be Wildin,QB,SF,Bench,19.2,2.16,13,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,12.1,8.7,13,2024
J.K. Dobbins,Njigbas Be Wildin,RB,LAC,Bench,0,0,13,2024
Justice Hill,Njigbas Be Wildin,RB,BAL,Bench,6.9,6.1,13,2024
Raheem Mostert,Njigbas Be Wildin,RB,MIA,Bench,3.4,5.4,13,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,Bench,11.3,15.6,13,2024
Titans,Njigbas Be Wildin,D/ST,TEN,Bench,5,-4,13,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,D/ST,8.1,13,13,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,FLEX,14.5,16.2,13,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,7.5,9,13,2024
Jordan Love,Njigbas Be Wildin,QB,GB,QB,15.2,18.96,13,2024
Breece Hall,Njigbas Be Wildin,RB,NYJ,RB,17.9,6,13,2024
Bucky Irving,Njigbas Be Wildin,RB,TB,RB,14.5,27.5,13,2024
Kyle Pitts,Njigbas Be Wildin,TE,ATL,TE,8.6,0,13,2024
CeeDee Lamb,Njigbas Be Wildin,WR,DAL,WR,17.2,5.9,13,2024
Jaxon Smith-Njigba,Njigbas Be Wildin,WR,SEA,WR,14.9,11.9,13,2024
Braelon Allen,Reigning,RB,NYJ,Bench,4.9,4.7,13,2024
Javonte Williams,Reigning,RB,DEN,Bench,11.6,7.4,13,2024
Jayden Reed,Reigning,WR,GB,Bench,12.2,19.7,13,2024
Mark Andrews,Reigning,TE,BAL,Bench,8.8,18.9,13,2024
Ricky Pearsall,Reigning,WR,SF,Bench,5.8,0,13,2024
Tua Tagovailoa,Reigning,QB,MIA,Bench,16.8,25.2,13,2024
Wan'Dale Robinson,Reigning,WR,NYG,Bench,10.3,2.6,13,2024
Vikings,Reigning,D/ST,MIN,D/ST,6,2,13,2024
Jauan Jennings,Reigning,WR,SF,FLEX,13.8,8.6,13,2024
Allen Lazard,Reigning,WR,NYJ,IR,0,0,13,2024
Chase McLaughlin,Reigning,K,TB,K,8.9,15,13,2024
Josh Allen,Reigning,QB,BUF,QB,20.5,28.42,13,2024
Aaron Jones,Reigning,RB,MIN,RB,15.6,9.8,13,2024
Christian McCaffrey,Reigning,RB,SF,RB,20.2,8.7,13,2024
Zach Ertz,Reigning,TE,WSH,TE,10.1,12.5,13,2024
Jaylen Waddle,Reigning,WR,MIA,WR,13,11.3,13,2024
Nico Collins,Reigning,WR,HOU,WR,18.3,19.9,13,2024
Austin Ekeler,Team Chieffo,RB,WSH,Bench,0,0,13,2024
Cade Otton,Team Chieffo,TE,TB,Bench,11,6,13,2024
Cedric Tillman,Team Chieffo,WR,CLE,Bench,0,0,13,2024
Geno Smith,Team Chieffo,QB,SEA,Bench,16.4,12.44,13,2024
Giants,Team Chieffo,D/ST,NYG,Bench,5.4,0,13,2024
Noah Brown,Team Chieffo,WR,WSH,Bench,8.7,5.7,13,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,7.3,3.2,13,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,4.1,0,13,2024
DK Metcalf,Team Chieffo,WR,SEA,FLEX,14.8,10.6,13,2024
Justin Tucker,Team Chieffo,K,BAL,K,8.3,7,13,2024
Baker Mayfield,Team Chieffo,QB,TB,QB,19.2,10.2,13,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,14.7,9.4,13,2024
Kenneth Walker III,Team Chieffo,RB,SEA,RB,16.3,6.6,13,2024
Travis Kelce,Team Chieffo,TE,KC,TE,13.7,13.8,13,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,20.3,20.6,13,2024
Jameson Williams,Team Chieffo,WR,DET,WR,12.7,9.6,13,2024
49ers,Under the InfluWentz,D/ST,SF,Bench,4,-4,13,2024
Amari Cooper,Under the InfluWentz,WR,BUF,Bench,10,4.2,13,2024
DeMario Douglas,Under the InfluWentz,WR,NE,Bench,9.9,6,13,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,Bench,0,0,13,2024
Keon Coleman,Under the InfluWentz,WR,BUF,Bench,9.9,0,13,2024
Nick Chubb,Under the InfluWentz,RB,CLE,Bench,10.4,12.5,13,2024
Russell Wilson,Under the InfluWentz,QB,PIT,Bench,14.7,26.86,13,2024
Bengals,Under the InfluWentz,D/ST,CIN,D/ST,6.5,3,13,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,FLEX,13.8,15.7,13,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,11.8,5.9,13,2024
Tyler Bass,Under the InfluWentz,K,BUF,K,8.1,4,13,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,QB,17,14.38,13,2024
Rhamondre Stevenson,Under the InfluWentz,RB,NE,RB,13.7,12.4,13,2024
Tyrone Tracy Jr.,Under the InfluWentz,RB,NYG,RB,15.5,14.5,13,2024
Dalton Schultz,Under the InfluWentz,TE,HOU,TE,8.2,17.1,13,2024
A.J. Brown,Under the InfluWentz,WR,PHI,WR,18.2,11.6,13,2024
Zay Flowers,Under the InfluWentz,WR,BAL,WR,14.4,10.1,13,2024
Hunter Henry,willimantic crack addicts,TE,NE,Bench,10.6,14.5,13,2024
Jameis Winston,willimantic crack addicts,QB,CLE,Bench,13.2,32.98,13,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,Bench,11.3,3.2,13,2024
Rachaad White,willimantic crack addicts,RB,TB,Bench,13.1,8.8,13,2024
Rashod Bateman,willimantic crack addicts,WR,BAL,Bench,8.5,0,13,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,9.7,9.3,13,2024
Xavier Worthy,willimantic crack addicts,WR,KC,Bench,11.2,10.4,13,2024
Lions,willimantic crack addicts,D/ST,DET,D/ST,7.3,5,13,2024
James Conner,willimantic crack addicts,RB,ARI,FLEX,15,11.1,13,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,8,13,13,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,19.4,19.26,13,2024
Alvin Kamara,willimantic crack addicts,RB,NO,RB,21.9,15.9,13,2024
Chase Brown,willimantic crack addicts,RB,CIN,RB,16.4,19,13,2024
David Njoku,willimantic crack addicts,TE,CLE,TE,12,26.2,13,2024
Darnell Mooney,willimantic crack addicts,WR,ATL,WR,12.8,5,13,2024
Tee Higgins,willimantic crack addicts,WR,CIN,WR,17.1,17.9,13,2024
George Pickens,'fore i repeat it ima forget it,WR,PIT,Bench,0,0,14,2024
Jayden Daniels,'fore i repeat it ima forget it,QB,WSH,Bench,0,0,14,2024
Jaylen Wright,'fore i repeat it ima forget it,RB,MIA,Bench,6,3.3,14,2024
Jonathon Brooks,'fore i repeat it ima forget it,RB,CAR,Bench,4.8,-0.3,14,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,12.2,6,14,2024
Tank Bigsby,'fore i repeat it ima forget it,RB,JAX,Bench,8,13.2,14,2024
Tyjae Spears,'fore i repeat it ima forget it,RB,TEN,Bench,8.2,3.3,14,2024
Chargers,'fore i repeat it ima forget it,D/ST,LAC,D/ST,5.8,5,14,2024
Zach Charbonnet,'fore i repeat it ima forget it,RB,SEA,FLEX,15.2,38.3,14,2024
Chad Ryland,'fore i repeat it ima forget it,K,ARI,K,7.3,3,14,2024
Sam Darnold,'fore i repeat it ima forget it,QB,MIN,QB,17.8,34.58,14,2024
David Montgomery,'fore i repeat it ima forget it,RB,DET,RB,15.4,19.4,14,2024
Jahmyr Gibbs,'fore i repeat it ima forget it,RB,DET,RB,16.6,19.3,14,2024
Evan Engram,'fore i repeat it ima forget it,TE,JAX,TE,12,7.3,14,2024
DJ Moore,'fore i repeat it ima forget it,WR,CHI,WR,14,10.9,14,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,WR,14.4,21.6,14,2024
Alexander Mattison,Amon a new Level,RB,LV,Bench,0,0,14,2024
Derrick Henry,Amon a new Level,RB,BAL,Bench,0,0,14,2024
Jonathan Taylor,Amon a new Level,RB,IND,Bench,0,0,14,2024
Ladd McConkey,Amon a new Level,WR,LAC,Bench,0,0,14,2024
Patrick Mahomes,Amon a new Level,QB,KC,Bench,17.1,14.1,14,2024
Terry McLaurin,Amon a new Level,WR,WSH,Bench,0,0,14,2024
Tyreek Hill,Amon a new Level,WR,MIA,Bench,13.3,28.1,14,2024
Cardinals,Amon a new Level,D/ST,ARI,D/ST,6.4,-4,14,2024
Calvin Ridley,Amon a new Level,WR,TEN,FLEX,14.1,12.9,14,2024
Younghoe Koo,Amon a new Level,K,ATL,K,7,7,14,2024
Jalen Hurts,Amon a new Level,QB,PHI,QB,22.5,24.22,14,2024
Isaiah Davis,Amon a new Level,RB,NYJ,RB,7.3,15.7,14,2024
Sincere McCormick,Amon a new Level,RB,LV,RB,9.2,10.9,14,2024
George Kittle,Amon a new Level,TE,SF,TE,13.8,21.1,14,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,WR,17.5,10.3,14,2024
Joshua Palmer,Amon a new Level,WR,LAC,WR,6.7,13.8,14,2024
Anthony Richardson,Big Johnson,QB,IND,Bench,0,0,14,2024
Colts,Big Johnson,D/ST,IND,Bench,0,0,14,2024
DeVonta Smith,Big Johnson,WR,PHI,Bench,10.6,13.7,14,2024
Josh Downs,Big Johnson,WR,IND,Bench,0,0,14,2024
Lamar Jackson,Big Johnson,QB,ATL,Bench,0,0,14,2024
Mike Gesicki,Big Johnson,TE,CIN,Bench,8,5.4,14,2024
Nick Westbrook-Ikhine,Big Johnson,WR,TEN,Bench,11.1,2.9,14,2024
Saints,Big Johnson,D/ST,NO,D/ST,5.6,9,14,2024
Najee Harris,Big Johnson,RB,PIT,FLEX,14.9,11.3,14,2024
Chris Boswell,Big Johnson,K,PIT,K,8.2,11,14,2024
Jared Goff,Big Johnson,QB,DET,QB,15.8,22.02,14,2024
Josh Jacobs,Big Johnson,RB,GB,RB,16.9,24.6,14,2024
Kyren Williams,Big Johnson,RB,LAR,RB,15.5,23.7,14,2024
Brock Bowers,Big Johnson,TE,LV,TE,16.8,8.2,14,2024
Davante Adams,Big Johnson,WR,NYJ,WR,15,25.9,14,2024
Garrett Wilson,Big Johnson,WR,NYJ,WR,14.4,18.4,14,2024
Alec Pierce,Dyls belly,WR,IND,Bench,0,0,14,2024
Drake Maye,Dyls belly,QB,NE,Bench,0,0,14,2024
Gabe Davis,Dyls belly,WR,JAX,Bench,0,0,14,2024
Jalen Tolbert,Dyls belly,WR,DAL,Bench,5.2,0,14,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,Bench,13.7,11,14,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,6,6.3,14,2024
Dolphins,Dyls belly,D/ST,MIA,D/ST,6.3,0,14,2024
Jordan Addison,Dyls belly,WR,MIN,FLEX,12.3,39.3,14,2024
Chris Godwin,Dyls belly,WR,TB,IR,0,0,14,2024
Cameron Dicker,Dyls belly,K,LAC,K,8.2,5,14,2024
Will Levis,Dyls belly,QB,TEN,QB,17.2,7.02,14,2024
Chuba Hubbard,Dyls belly,RB,CAR,RB,12.8,20.7,14,2024
Tony Pollard,Dyls belly,RB,TEN,RB,16,14.4,14,2024
Trey McBride,Dyls belly,TE,ARI,TE,14.2,14,14,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,18.2,32.2,14,2024
Mike Evans,Dyls belly,WR,TB,WR,14.8,10.9,14,2024
Adam Thielen,Jah is gay,WR,CAR,Bench,10.6,19.2,14,2024
