Player Name,Fantasy Team,POS,TEAM,SLOT,PROJ,FPTS,Week,Year
Commanders,Jah is gay,D/ST,WSH,Bench,0,0,14,2024
Dalton Kincaid,Jah is gay,TE,BUF,Bench,0,0,14,2024
Devin Singletary,Jah is gay,RB,NYG,Bench,7.9,0.8,14,2024
Elijah Moore,Jah is gay,WR,CLE,Bench,11,6.4,14,2024
Tank Dell,Jah is gay,WR,HOU,Bench,0,0,14,2024
Theo Johnson,Jah is gay,TE,NYG,Bench,0,0,14,2024
Steelers,Jah is gay,D/ST,PIT,D/ST,6.6,10,14,2024
Marvin Harrison Jr.,Jah is gay,WR,ARI,FLEX,12.4,8.9,14,2024
Jake Bates,Jah is gay,K,DET,K,8.7,11,14,2024
Kyler Murray,Jah is gay,QB,ARI,QB,17.5,17.96,14,2024
Bijan Robinson,Jah is gay,RB,ATL,RB,17.7,20.1,14,2024
De'Von Achane,Jah is gay,RB,MIA,RB,19.9,18.9,14,2024
Dawson Knox,Jah is gay,TE,BUF,TE,8.8,1.5,14,2024
Brian Thomas Jr.,Jah is gay,WR,JAX,WR,14,16.6,14,2024
DeAndre Hopkins,Jah is gay,WR,KC,WR,10.3,13.2,14,2024
Bo Nix,Kode,QB,DEN,Bench,0,0,14,2024
Brian Robinson Jr.,Kode,RB,WSH,Bench,0,0,14,2024
Greg Zuerlein,Kode,K,NYJ,Bench,0,0,14,2024
Kareem Hunt,Kode,RB,KC,Bench,9.1,3.9,14,2024
Michael Pittman Jr.,Kode,WR,IND,Bench,0,0,14,2024
Tucker Kraft,Kode,TE,GB,Bench,9,13.1,14,2024
Tyler Lockett,Kode,WR,SEA,Bench,7.6,0,14,2024
Eagles,Kode,D/ST,PHI,D/ST,6.9,4,14,2024
Jaylen Warren,Kode,RB,PIT,FLEX,10.7,9.2,14,2024
Jake Elliott,Kode,K,PHI,K,8.4,1,14,2024
Caleb Williams,Kode,QB,CHI,QB,15.6,14.06,14,2024
James Cook,Kode,RB,BUF,RB,16.6,4.9,14,2024
Rico Dowdle,Kode,RB,DAL,RB,12.6,15.1,14,2024
Jonnu Smith,Kode,TE,MIA,TE,11.5,13.4,14,2024
Malik Nabers,Kode,WR,NYG,WR,16.5,14.9,14,2024
Puka Nacua,Kode,WR,LAR,WR,19,41.8,14,2024
Dallas Goedert,Mixon it (K)upp,TE,PHI,Bench,0,0,14,2024
Deebo Samuel Sr.,Mixon it (K)upp,WR,SF,Bench,13.3,5.5,14,2024
Gus Edwards,Mixon it (K)upp,RB,LAC,Bench,10.2,9.6,14,2024
Joe Mixon,Mixon it (K)upp,RB,HOU,Bench,0,0,14,2024
Ray-Ray McCloud III,Mixon it (K)upp,WR,ATL,Bench,8.1,16.1,14,2024
Rome Odunze,Mixon it (K)upp,WR,CHI,Bench,11.8,20.2,14,2024
Romeo Doubs,Mixon it (K)upp,WR,GB,Bench,0,0,14,2024
Chiefs,Mixon it (K)upp,D/ST,KC,D/ST,5,6,14,2024
Jerry Jeudy,Mixon it (K)upp,WR,CLE,FLEX,15,17.4,14,2024
Jason Sanders,Mixon it (K)upp,K,MIA,K,7.9,16,14,2024
Justin Herbert,Mixon it (K)upp,QB,LAC,QB,17.5,13.72,14,2024
Isaac Guerendo,Mixon it (K)upp,RB,SF,RB,12.5,26.8,14,2024
Saquon Barkley,Mixon it (K)upp,RB,PHI,RB,23.1,14.4,14,2024
T.J. Hockenson,Mixon it (K)upp,TE,MIN,TE,11.3,8.5,14,2024
Cooper Kupp,Mixon it (K)upp,WR,LAR,WR,16.8,20.2,14,2024
Drake London,Mixon it (K)upp,WR,ATL,WR,15.5,12,14,2024
Breece Hall,Njigbas Be Wildin,RB,NYJ,Bench,0,0,14,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,Bench,0,0,14,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,Bench,0,0,14,2024
Jordan Love,Njigbas Be Wildin,QB,GB,Bench,13.7,14.54,14,2024
Justice Hill,Njigbas Be Wildin,RB,BAL,Bench,0,0,14,2024
Kyle Pitts,Njigbas Be Wildin,TE,ATL,Bench,7.2,2.4,14,2024
Raheem Mostert,Njigbas Be Wildin,RB,MIA,Bench,0,0,14,2024
Titans,Njigbas Be Wildin,D/ST,TEN,D/ST,6.2,10,14,2024
Christian Watson,Njigbas Be Wildin,WR,GB,FLEX,10.4,13.4,14,2024
J.K. Dobbins,Njigbas Be Wildin,RB,LAC,IR,0,0,14,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,7.6,9,14,2024
Brock Purdy,Njigbas Be Wildin,QB,SF,QB,18.3,22.1,14,2024
Ameer Abdullah,Njigbas Be Wildin,RB,LV,RB,9.9,0.8,14,2024
Bucky Irving,Njigbas Be Wildin,RB,TB,RB,15.7,2.8,14,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,10.7,10.4,14,2024
CeeDee Lamb,Njigbas Be Wildin,WR,DAL,WR,16.1,21.4,14,2024
Jaxon Smith-Njigba,Njigbas Be Wildin,WR,SEA,WR,14.5,19.6,14,2024
Braelon Allen,Reigning,RB,NYJ,Bench,12.3,12.1,14,2024
Javonte Williams,Reigning,RB,DEN,Bench,0,0,14,2024
Mark Andrews,Reigning,TE,BAL,Bench,0,0,14,2024
Nico Collins,Reigning,WR,HOU,Bench,0,0,14,2024
Ricky Pearsall,Reigning,WR,SF,Bench,7,1.5,14,2024
Wan'Dale Robinson,Reigning,WR,NYG,Bench,9,7.8,14,2024
Zach Ertz,Reigning,TE,WSH,Bench,0,0,14,2024
Vikings,Reigning,D/ST,MIN,D/ST,6.2,2,14,2024
Jauan Jennings,Reigning,WR,SF,FLEX,14,28,14,2024
Christian McCaffrey,Reigning,RB,SF,IR,0,0,14,2024
Chase McLaughlin,Reigning,K,TB,K,8.6,4,14,2024
Josh Allen,Reigning,QB,BUF,QB,21.8,51.88,14,2024
Aaron Jones,Reigning,RB,MIN,RB,16.3,16.4,14,2024
Kimani Vidal,Reigning,RB,LAC,RB,7.4,3.4,14,2024
Will Dissly,Reigning,TE,LAC,TE,9,3.9,14,2024
Jayden Reed,Reigning,WR,GB,WR,12.9,0,14,2024
Jaylen Waddle,Reigning,WR,MIA,WR,11.3,20.9,14,2024
Cade Otton,Team Chieffo,TE,TB,Bench,9.8,10,14,2024
Cedric Tillman,Team Chieffo,WR,CLE,Bench,0,0,14,2024
Justin Tucker,Team Chieffo,K,BAL,Bench,0,0,14,2024
Kenneth Walker III,Team Chieffo,RB,SEA,Bench,0,0,14,2024
Nick Folk,Team Chieffo,K,TEN,Bench,8.2,7,14,2024
Noah Brown,Team Chieffo,WR,WSH,Bench,0,0,14,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,6,12.3,14,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,4.1,5,14,2024
DK Metcalf,Team Chieffo,WR,SEA,FLEX,14.9,8.9,14,2024
Matthew Wright,Team Chieffo,K,KC,K,7.9,16,14,2024
Baker Mayfield,Team Chieffo,QB,TB,QB,16.5,19,14,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,15.6,5,14,2024
Patrick Taylor Jr.,Team Chieffo,RB,SF,RB,5.1,8.5,14,2024
Travis Kelce,Team Chieffo,TE,KC,TE,14.6,9.5,14,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,21,45.1,14,2024
Jameson Williams,Team Chieffo,WR,DET,WR,12.5,13,14,2024
Bengals,Under the InfluWentz,D/ST,CIN,Bench,4.9,7,14,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,Bench,0,0,14,2024
Dalton Schultz,Under the InfluWentz,TE,HOU,Bench,0,0,14,2024
DeMario Douglas,Under the InfluWentz,WR,NE,Bench,0,0,14,2024
Keon Coleman,Under the InfluWentz,WR,BUF,Bench,0,0,14,2024
Rhamondre Stevenson,Under the InfluWentz,RB,NE,Bench,0,0,14,2024
Zay Flowers,Under the InfluWentz,WR,BAL,Bench,0,0,14,2024
49ers,Under the InfluWentz,D/ST,SF,D/ST,5.4,15,14,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,FLEX,14.6,13.7,14,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,11.3,8.1,14,2024
Tyler Bass,Under the InfluWentz,K,BUF,K,8,6,14,2024
Russell Wilson,Under the InfluWentz,QB,PIT,QB,16.3,16.02,14,2024
Nick Chubb,Under the InfluWentz,RB,CLE,RB,10.1,4.8,14,2024
Tyrone Tracy Jr.,Under the InfluWentz,RB,NYG,RB,14.5,19.3,14,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,TE,10.9,6.2,14,2024
A.J. Brown,Under the InfluWentz,WR,PHI,WR,15.3,8.3,14,2024
Amari Cooper,Under the InfluWentz,WR,BUF,WR,11,15.5,14,2024
Hunter Henry,willimantic crack addicts,TE,NE,Bench,0,0,14,2024
Jameis Winston,willimantic crack addicts,QB,CLE,Bench,15.4,15.28,14,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,Bench,11.1,15.8,14,2024
Rachaad White,willimantic crack addicts,RB,TB,Bench,11.8,24.9,14,2024
Rashod Bateman,willimantic crack addicts,WR,BAL,Bench,0,0,14,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,8.3,5.9,14,2024
Xavier Worthy,willimantic crack addicts,WR,KC,Bench,10.5,9.6,14,2024
Lions,willimantic crack addicts,D/ST,DET,D/ST,4.5,4,14,2024
James Conner,willimantic crack addicts,RB,ARI,FLEX,16.6,22.2,14,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,0,0,14,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,21.1,24.56,14,2024
Alvin Kamara,willimantic crack addicts,RB,NO,RB,22.9,12.9,14,2024
Chase Brown,willimantic crack addicts,RB,CIN,RB,19.3,24.3,14,2024
David Njoku,willimantic crack addicts,TE,CLE,TE,12.5,17.2,14,2024
Darnell Mooney,willimantic crack addicts,WR,ATL,WR,12.1,20.2,14,2024
Tee Higgins,willimantic crack addicts,WR,CIN,WR,17.5,4.3,14,2024
Alexander Mattison,Amon a new Level,RB,LV,Bench,6.6,2.4,15,2024
Calvin Ridley,Amon a new Level,WR,TEN,Bench,13.5,9,15,2024
Isaiah Davis,Amon a new Level,RB,NYJ,Bench,2.5,3.6,15,2024
Joshua Palmer,Amon a new Level,WR,LAC,Bench,8.2,3,15,2024
Ladd McConkey,Amon a new Level,WR,LAC,Bench,14.6,16.8,15,2024
Patrick Mahomes,Amon a new Level,QB,KC,Bench,17.6,15.76,15,2024
Sincere McCormick,Amon a new Level,RB,LV,Bench,10.2,4.5,15,2024
Packers,Amon a new Level,D/ST,GB,D/ST,6.4,16,15,2024
Tyreek Hill,Amon a new Level,WR,MIA,FLEX,15.2,5.6,15,2024
Younghoe Koo,Amon a new Level,K,ATL,K,7.4,8,15,2024
Jalen Hurts,Amon a new Level,QB,PHI,QB,20,28.1,15,2024
Derrick Henry,Amon a new Level,RB,BAL,RB,19.6,6.7,15,2024
Jonathan Taylor,Amon a new Level,RB,IND,RB,12.9,10.1,15,2024
George Kittle,Amon a new Level,TE,SF,TE,14.4,10.1,15,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,WR,17.2,37.3,15,2024
Terry McLaurin,Amon a new Level,WR,WSH,WR,14.7,26.3,15,2024
Anthony Richardson,Big Johnson,QB,IND,Bench,15.6,14.38,15,2024
DeVonta Smith,Big Johnson,WR,PHI,Bench,11.2,28,15,2024
Jared Goff,Big Johnson,QB,DET,Bench,16.4,41.06,15,2024
Josh Downs,Big Johnson,WR,IND,Bench,10.9,6.2,15,2024
Mike Gesicki,Big Johnson,TE,CIN,Bench,7.3,6.7,15,2024
Nick Westbrook-Ikhine,Big Johnson,WR,TEN,Bench,9.9,2.9,15,2024
Jets,Big Johnson,D/ST,NYJ,D/ST,6.6,3,15,2024
Najee Harris,Big Johnson,RB,PIT,FLEX,11.5,3.1,15,2024
Chris Boswell,Big Johnson,K,PIT,K,7.6,8,15,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,23.9,36.1,15,2024
Josh Jacobs,Big Johnson,RB,GB,RB,18.8,21.6,15,2024
Kyren Williams,Big Johnson,RB,LAR,RB,15.6,13.2,15,2024
Brock Bowers,Big Johnson,TE,LV,TE,15.6,6.5,15,2024
Davante Adams,Big Johnson,WR,NYJ,WR,16.9,42.8,15,2024
Garrett Wilson,Big Johnson,WR,NYJ,WR,16,14.6,15,2024
Alec Pierce,Dyls belly,WR,IND,Bench,6.6,0,15,2024
Drake Maye,Dyls belly,QB,NE,Bench,15.7,17.48,15,2024
Gabe Davis,Dyls belly,WR,JAX,Bench,0,0,15,2024
Jalen Tolbert,Dyls belly,WR,DAL,Bench,5.4,8.1,15,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,Bench,12.1,12.5,15,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,0,0,15,2024
Dolphins,Dyls belly,D/ST,MIA,D/ST,5.6,9,15,2024
Jordan Addison,Dyls belly,WR,MIN,FLEX,15.5,13.3,15,2024
Chris Godwin,Dyls belly,WR,TB,IR,0,0,15,2024
Cameron Dicker,Dyls belly,K,LAC,K,8.4,6,15,2024
Will Levis,Dyls belly,QB,TEN,QB,15.8,-4.44,15,2024
Chuba Hubbard,Dyls belly,RB,CAR,RB,18.5,8.9,15,2024
Tony Pollard,Dyls belly,RB,TEN,RB,16.4,8.5,15,2024
Trey McBride,Dyls belly,TE,ARI,TE,15.4,17.7,15,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,19.6,20.3,15,2024
Mike Evans,Dyls belly,WR,TB,WR,14.9,36.9,15,2024
Ameer Abdullah,Njigbas Be Wildin,RB,LV,Bench,4.7,19.6,15,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,10.6,8.6,15,2024
Jordan Love,Njigbas Be Wildin,QB,GB,Bench,14,17.56,15,2024
Justice Hill,Njigbas Be Wildin,RB,BAL,Bench,7.5,17.8,15,2024
Kyle Pitts,Njigbas Be Wildin,TE,ATL,Bench,7.7,6.8,15,2024
Raheem Mostert,Njigbas Be Wildin,RB,MIA,Bench,5.7,5.1,15,2024
Titans,Njigbas Be Wildin,D/ST,TEN,Bench,4,5,15,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,D/ST,7.1,19,15,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,FLEX,14.7,12.2,15,2024
J.K. Dobbins,Njigbas Be Wildin,RB,LAC,IR,0,0,15,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,7.7,15,15,2024
Brock Purdy,Njigbas Be Wildin,QB,SF,QB,19.3,3.98,15,2024
Breece Hall,Njigbas Be Wildin,RB,NYJ,RB,16.5,13.1,15,2024
Bucky Irving,Njigbas Be Wildin,RB,TB,RB,10.3,13.3,15,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,11.3,18.1,15,2024
CeeDee Lamb,Njigbas Be Wildin,WR,DAL,WR,16.1,26.6,15,2024
Jaxon Smith-Njigba,Njigbas Be Wildin,WR,SEA,WR,14.6,18.3,15,2024
Cedric Tillman,Team Chieffo,WR,CLE,Bench,0,0,15,2024
Jaleel McLaughlin,Team Chieffo,RB,DEN,Bench,7.2,6.4,15,2024
Justin Tucker,Team Chieffo,K,BAL,Bench,8.3,5,15,2024
Kenneth Walker III,Team Chieffo,RB,SEA,Bench,0,0,15,2024
Nick Folk,Team Chieffo,K,TEN,Bench,8.1,3,15,2024
Noah Brown,Team Chieffo,WR,WSH,Bench,0,0,15,2024
Patrick Taylor Jr.,Team Chieffo,RB,SF,Bench,4.8,0,15,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,4.8,0,15,2024
DK Metcalf,Team Chieffo,WR,SEA,FLEX,14.2,5.8,15,2024
Will Reichard,Team Chieffo,K,MIN,K,8.1,15,15,2024
Baker Mayfield,Team Chieffo,QB,TB,QB,15.4,28.02,15,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,13.8,9.9,15,2024
Tyler Allgeier,Team Chieffo,RB,ATL,RB,6.6,4.3,15,2024
Travis Kelce,Team Chieffo,TE,KC,TE,14.1,6.7,15,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,21.9,18.4,15,2024
Jameson Williams,Team Chieffo,WR,DET,WR,13,12.7,15,2024
Darnell Mooney,willimantic crack addicts,WR,ATL,Bench,11.2,0,15,2024
Hunter Henry,willimantic crack addicts,TE,NE,Bench,11.2,6.5,15,2024
Jameis Winston,willimantic crack addicts,QB,CLE,Bench,14.7,-0.36,15,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,Bench,11,15.5,15,2024
Rachaad White,willimantic crack addicts,RB,TB,Bench,13,14.1,15,2024
Rashod Bateman,willimantic crack addicts,WR,BAL,Bench,8.6,23,15,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,8.4,2.9,15,2024
Lions,willimantic crack addicts,D/ST,DET,D/ST,2.9,-12,15,2024
Alvin Kamara,willimantic crack addicts,RB,NO,FLEX,16.7,17,15,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,7.8,9,15,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,19.8,16.84,15,2024
Chase Brown,willimantic crack addicts,RB,CIN,RB,17.9,26.3,15,2024
James Conner,willimantic crack addicts,RB,ARI,RB,17.5,30.8,15,2024
David Njoku,willimantic crack addicts,TE,CLE,TE,0,0,15,2024
Tee Higgins,willimantic crack addicts,WR,CIN,WR,15.9,19.8,15,2024
Xavier Worthy,willimantic crack addicts,WR,KC,WR,11.4,19.6,15,2024
Allen Lazard,'fore i repeat it ima forget it,WR,NYJ,Bench,6.5,4,16,2024
Cade Otton,'fore i repeat it ima forget it,TE,TB,Bench,0,0,16,2024
Craig Reynolds,'fore i repeat it ima forget it,RB,DET,Bench,5,3.3,16,2024
Kayshon Boutte,'fore i repeat it ima forget it,WR,NE,Bench,10,20.5,16,2024
Sam Darnold,'fore i repeat it ima forget it,QB,MIN,Bench,16.8,22.94,16,2024
Tank Bigsby,'fore i repeat it ima forget it,RB,JAX,Bench,8.9,10.1,16,2024
Zach Charbonnet,'fore i repeat it ima forget it,RB,SEA,Bench,7.7,3.3,16,2024
Falcons,'fore i repeat it ima forget it,D/ST,ATL,D/ST,7.2,26,16,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,FLEX,13.8,29.1,16,2024
George Pickens,'fore i repeat it ima forget it,WR,PIT,IR,0,0,16,2024
Harrison Butker,'fore i repeat it ima forget it,K,KC,K,7.7,10,16,2024
Jayden Daniels,'fore i repeat it ima forget it,QB,WSH,QB,19.3,34.42,16,2024
Jahmyr Gibbs,'fore i repeat it ima forget it,RB,DET,RB,22.8,25.4,16,2024
Jerome Ford,'fore i repeat it ima forget it,RB,CLE,RB,9.9,24.1,16,2024
Brenton Strange,'fore i repeat it ima forget it,TE,JAX,TE,9.8,2.2,16,2024
DJ Moore,'fore i repeat it ima forget it,WR,CHI,WR,15.6,14,16,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,WR,14,4.2,16,2024
Anthony Richardson,Big Johnson,QB,IND,Bench,16.1,20.24,16,2024
Hollywood Brown,Big Johnson,WR,KC,Bench,2.1,9.5,16,2024
Jared Goff,Big Johnson,QB,DET,Bench,18.1,25.34,16,2024
Josh Downs,Big Johnson,WR,IND,Bench,9.7,15.1,16,2024
Mike Gesicki,Big Johnson,TE,CIN,Bench,7.6,3.4,16,2024
Najee Harris,Big Johnson,RB,PIT,Bench,10.9,4.2,16,2024
Nick Westbrook-Ikhine,Big Johnson,WR,TEN,Bench,7.4,9.7,16,2024
Bills,Big Johnson,D/ST,BUF,D/ST,6,13,16,2024
DeVonta Smith,Big Johnson,WR,PHI,FLEX,13,11.1,16,2024
Chris Boswell,Big Johnson,K,PIT,K,7.8,7,16,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,24,20.48,16,2024
Josh Jacobs,Big Johnson,RB,GB,RB,23.2,20.7,16,2024
Kyren Williams,Big Johnson,RB,LAR,RB,16.4,19.9,16,2024
Brock Bowers,Big Johnson,TE,LV,TE,15.5,20.9,16,2024
Davante Adams,Big Johnson,WR,NYJ,WR,18.1,19.8,16,2024
Garrett Wilson,Big Johnson,WR,NYJ,WR,14.6,11.4,16,2024
Alec Pierce,Dyls belly,WR,IND,Bench,0,0,16,2024
Dolphins,Dyls belly,D/ST,MIA,Bench,4.2,5,16,2024
Gabe Davis,Dyls belly,WR,JAX,Bench,0,0,16,2024
Jalen Tolbert,Dyls belly,WR,DAL,Bench,5.9,10,16,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,Bench,13.1,5.7,16,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,6.3,10.9,16,2024
Will Levis,Dyls belly,QB,TEN,Bench,0,0,16,2024
Chiefs,Dyls belly,D/ST,KC,D/ST,6.5,6,16,2024
Jordan Addison,Dyls belly,WR,MIN,FLEX,13.8,14.5,16,2024
Chris Godwin,Dyls belly,WR,TB,IR,0,0,16,2024
Cameron Dicker,Dyls belly,K,LAC,K,7.6,10,16,2024
Drake Maye,Dyls belly,QB,NE,QB,17.6,17.44,16,2024
Chuba Hubbard,Dyls belly,RB,CAR,RB,16.5,32.5,16,2024
Tony Pollard,Dyls belly,RB,TEN,RB,14.3,8,16,2024
Trey McBride,Dyls belly,TE,ARI,TE,16.7,5,16,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,19.1,36.4,16,2024
Mike Evans,Dyls belly,WR,TB,WR,16.7,11.9,16,2024
Ameer Abdullah,Njigbas Be Wildin,RB,LV,Bench,9.8,19.5,16,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,11.3,2.3,16,2024
Jordan Love,Njigbas Be Wildin,QB,GB,Bench,15.1,11.48,16,2024
Justice Hill,Njigbas Be Wildin,RB,BAL,Bench,8.1,3,16,2024
Kendre Miller,Njigbas Be Wildin,RB,NO,Bench,12.4,5.1,16,2024
Kyle Pitts,Njigbas Be Wildin,TE,ATL,Bench,8.1,1.7,16,2024
Titans,Njigbas Be Wildin,D/ST,TEN,Bench,6.3,-5,16,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,D/ST,6.8,2,16,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,FLEX,13.6,10,16,2024
J.K. Dobbins,Njigbas Be Wildin,RB,LAC,IR,0,0,16,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,7.7,21,16,2024
Brock Purdy,Njigbas Be Wildin,QB,SF,QB,17.4,21.12,16,2024
Breece Hall,Njigbas Be Wildin,RB,NYJ,RB,14.7,14,16,2024
Bucky Irving,Njigbas Be Wildin,RB,TB,RB,14.3,18.2,16,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,11.8,14.3,16,2024
CeeDee Lamb,Njigbas Be Wildin,WR,DAL,WR,16.7,17.5,16,2024
Jaxon Smith-Njigba,Njigbas Be Wildin,WR,SEA,WR,14.6,24,16,2024
Brenton Strange,'fore i repeat it ima forget it,TE,JAX,Bench,8.9,0,17,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,15,7.5,17,2024
Raheem Blackshear,'fore i repeat it ima forget it,RB,CAR,Bench,8,2,17,2024
Sam Darnold,'fore i repeat it ima forget it,QB,MIN,Bench,17.4,24.78,17,2024
Tank Bigsby,'fore i repeat it ima forget it,RB,JAX,Bench,10.1,3.3,17,2024
Tyjae Spears,'fore i repeat it ima forget it,RB,TEN,Bench,15.1,13.3,17,2024
Zach Charbonnet,'fore i repeat it ima forget it,RB,SEA,Bench,18.6,10.6,17,2024
Colts,'fore i repeat it ima forget it,D/ST,IND,D/ST,7.8,-4,17,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,FLEX,13.8,5.5,17,2024
Harrison Butker,'fore i repeat it ima forget it,K,KC,K,8,5,17,2024
Jayden Daniels,'fore i repeat it ima forget it,QB,WSH,QB,21.5,31.78,17,2024
Jahmyr Gibbs,'fore i repeat it ima forget it,RB,DET,RB,24,26.3,17,2024
Jerome Ford,'fore i repeat it ima forget it,RB,CLE,RB,13.7,2.2,17,2024
Chig Okonkwo,'fore i repeat it ima forget it,TE,TEN,TE,10.1,10.9,17,2024
DJ Moore,'fore i repeat it ima forget it,WR,CHI,WR,15.2,12.2,17,2024
George Pickens,'fore i repeat it ima forget it,WR,PIT,WR,15.3,8,17,2024
Jared Goff,Big Johnson,QB,DET,Bench,16.9,25.82,17,2024
Josh Downs,Big Johnson,WR,IND,Bench,13.6,5.2,17,2024
Kendre Miller,Big Johnson,RB,NO,Bench,9.3,2.9,17,2024
Najee Harris,Big Johnson,RB,PIT,Bench,10.6,10.1,17,2024
Chargers,Big Johnson,D/ST,LAC,D/ST,6.3,12,17,2024
DeVonta Smith,Big Johnson,WR,PHI,FLEX,13.9,30,17,2024
Chris Boswell,Big Johnson,K,PIT,K,8,4,17,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,22.1,29.42,17,2024
Josh Jacobs,Big Johnson,RB,GB,RB,20.4,10.9,17,2024
Kyren Williams,Big Johnson,RB,LAR,RB,19,16.2,17,2024
Brock Bowers,Big Johnson,TE,LV,TE,14.2,14.6,17,2024
Davante Adams,Big Johnson,WR,NYJ,WR,20.3,9.7,17,2024
Garrett Wilson,Big Johnson,WR,NYJ,WR,15,17.6,17,2024
Alec Pierce,Dyls belly,WR,IND,Bench,6.8,24.2,17,2024
Dolphins,Dyls belly,D/ST,MIA,Bench,7.3,11,17,2024
Jordan Mims,Dyls belly,RB,NO,Bench,0,0,17,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,7.4,21.7,17,2024
Will Levis,Dyls belly,QB,TEN,Bench,0,0,17,2024
Chiefs,Dyls belly,D/ST,KC,D/ST,6.3,11,17,2024
Jordan Addison,Dyls belly,WR,MIN,FLEX,15.7,18.9,17,2024
Cameron Dicker,Dyls belly,K,LAC,K,8.3,17,17,2024
Drake Maye,Dyls belly,QB,NE,QB,15.8,9.88,17,2024
Mike Boone,Dyls belly,RB,CAR,RB,9.1,1.1,17,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,RB,12.3,8.5,17,2024
Trey McBride,Dyls belly,TE,ARI,TE,15.4,30.3,17,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,20,17.2,17,2024
Mike Evans,Dyls belly,WR,TB,WR,16.2,29.7,17,2024
Ameer Abdullah,Njigbas Be Wildin,RB,LV,Bench,11,17.7,17,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,Bench,4.3,3,17,2024
CeeDee Lamb,Njigbas Be Wildin,WR,DAL,Bench,0,0,17,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,0,0,17,2024
Jordan Love,Njigbas Be Wildin,QB,GB,Bench,14.2,14,17,2024
Justice Hill,Njigbas Be Wildin,RB,BAL,Bench,0,0,17,2024
Kyle Pitts,Njigbas Be Wildin,TE,ATL,Bench,6.7,14.4,17,2024
Buccaneers,Njigbas Be Wildin,D/ST,TB,D/ST,7.2,16,17,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,FLEX,14.7,16.5,17,2024
J.K. Dobbins,Njigbas Be Wildin,RB,LAC,IR,13.7,15.3,17,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,7.3,0,17,2024
Brock Purdy,Njigbas Be Wildin,QB,SF,QB,18.5,30.28,17,2024
Breece Hall,Njigbas Be Wildin,RB,NYJ,RB,15.9,6.3,17,2024
Bucky Irving,Njigbas Be Wildin,RB,TB,RB,17.2,23,17,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,11.3,18.4,17,2024
Jalen Coker,Njigbas Be Wildin,WR,CAR,WR,9.3,5.5,17,2024
